shaft,d,E,L,Phi,lam,n_elem,integration_method,rw_numeric,rw_theory,abs_err,rel_err
shaft_B_alu_d55,55.0,71000.0,475.4056507100084,0.030047825285217388,9.99203863672861,1,exact,0.029390424884327547,0.029390424884327547,0.0,0.0
shaft_B_alu_d55,55.0,71000.0,475.4056507100084,0.030047825285217388,9.99203863672861,2,single_point,0.9450119563213065,0.9450119563213043,2.220446049250313e-15,2.3496486307897686e-15
shaft_B_alu_d55,55.0,71000.0,475.4056507100084,0.030047825285217388,9.99203863672861,2,exact,0.10810133306865627,0.10810133306865621,5.551115123125783e-17,5.135103301270314e-16
shaft_B_alu_d55,55.0,71000.0,357.4157507071104,0.05316114788505977,7.512136183293422,1,single_point,0.7632902869712679,0.763290286971265,2.886579864025407e-15,3.781758936667926e-15
shaft_B_alu_d55,55.0,71000.0,357.4157507071104,0.05316114788505977,7.512136183293422,1,exact,0.051148558702863514,0.05114855870286348,3.469446951953614e-17,6.783078624186887e-16
shaft_B_alu_d55,55.0,71000.0,357.4157507071104,0.05316114788505977,7.512136183293422,2,single_point,0.9507902869712482,0.950790286971265,1.6764367671839864e-14,1.763203505711299e-14
shaft_B_alu_d55,55.0,71000.0,357.4157507071104,0.05316114788505977,7.512136183293422,2,exact,0.17768660388038063,0.17768660388038052,1.1102230246251565e-16,6.248208927289555e-16
shaft_B_alu_d55,55.0,71000.0,268.70950873794044,0.0940536500605771,5.647715354994076,1,single_point,0.7735134125151468,0.7735134125151443,2.55351295663786e-15,3.3011876915422794e-15
shaft_B_alu_d55,55.0,71000.0,268.70950873794044,0.0940536500605771,5.647715354994076,1,exact,0.08798944396161586,0.0879894439616159,4.163336342344337e-17,4.731631608173966e-16
shaft_B_alu_d55,55.0,71000.0,268.70950873794044,0.0940536500605771,5.647715354994076,2,single_point,0.9610134125151429,0.9610134125151443,1.3322676295501878e-15,1.38631533358458e-15
shaft_B_alu_d55,55.0,71000.0,268.70950873794044,0.0940536500605771,5.647715354994076,2,exact,0.27979698025600785,0.27979698025600713,7.216449660063518e-16,2.5791735327024077e-15
shaft_B_alu_d55,55.0,71000.0,202.01907706455444,0.16640139352979552,4.246021098761808,1,single_point,0.7916003483824523,0.7916003483824489,3.4416913763379853e-15,4.3477638474650945e-15
shaft_B_alu_d55,55.0,71000.0,202.01907706455444,0.16640139352979552,4.246021098761808,1,exact,0.14859700136969411,0.148597001369694,1.1102230246251565e-16,7.471368967015938e-16
